"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1998","The Powerpuff Girls","7.3","52979","1998","2004","tvSeries","tt0175058","https://www.imdb.com/title/tt0175058/","US","United States","US","US"
"1998","Mortal Kombat: Conquest","6.2","5635","1998","1999","tvSeries","tt0170982","https://www.imdb.com/title/tt0170982/","US","United States","US","US"
