"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1988","Mystery Science Theater 3000","8.6","27674","1988","1999","tvSeries","tt0094517","https://www.imdb.com/title/tt0094517/","US","United States","US","US"
"1988","Red Dwarf","8.4","39357","1988",,"tvSeries","tt0094535","https://www.imdb.com/title/tt0094535/","GB","United Kingdom","GB","GB"
