"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2006","Life on Mars","8.3","34946","2006","2007","tvSeries","tt0478942","https://www.imdb.com/title/tt0478942/","GB","United Kingdom","GB","GB"
"2006","The Lost Room","8.1","34999","2006","2006","tvMiniSeries","tt0830361","https://www.imdb.com/title/tt0830361/","US","United States","US","US"
"2006","Frisky Dingo","8.1","7965","2006","2008","tvSeries","tt0865409","https://www.imdb.com/title/tt0865409/","US","United States","US","US"
"2006","Day Break","8","8784","2006","2007","tvSeries","tt0801425","https://www.imdb.com/title/tt0801425/","US","United States","US","US"
"2006","Eureka","7.9","61837","2006","2012","tvSeries","tt0796264","https://www.imdb.com/title/tt0796264/","US","United States","US","US"
"2006","Jericho","7.9","61185","2006","2008","tvSeries","tt0805663","https://www.imdb.com/title/tt0805663/","US","United States","US","US"
"2006","Battlestar Galactica: The Resistance","7.8","11181","2006","2006","tvMiniSeries","tt0840800","https://www.imdb.com/title/tt0840800/","US;CA","United States;Canada","US","CA;US"
"2006","Torchwood","7.7","45649","2006","2011","tvSeries","tt0485301","https://www.imdb.com/title/tt0485301/","GB;CA;US","United Kingdom;Canada;United States","GB","CA;GB;US"
"2006","Heroes","7.5","260122","2006","2010","tvSeries","tt0813715","https://www.imdb.com/title/tt0813715/","US","United States","US","US"
"2006","Kyle XY","7.4","31869","2006","2009","tvSeries","tt0756509","https://www.imdb.com/title/tt0756509/","CA;US","Canada;United States","CA","CA;US"
"2006","Nightmares & Dreamscapes: From the Stories of Stephen King","6.7","5963","2006","2006","tvMiniSeries","tt0481452","https://www.imdb.com/title/tt0481452/","AU;US","Australia;United States","AU","AU;US"
"2006","Blade: The Series","6.2","6726","2006","2006","tvSeries","tt0823333","https://www.imdb.com/title/tt0823333/","US","United States","US","US"
