"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1966","Star Trek","8.4","100898","1966","1969","tvSeries","tt0060028","https://www.imdb.com/title/tt0060028/","US","United States","US","US"
"1966","Dark Shadows","8.1","6006","1966","1971","tvSeries","tt0059978","https://www.imdb.com/title/tt0059978/","US","United States","US","US"
