"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2023","Adventure Time: Fionna & Cake","8.7","11973","2023","2023","tvSeries","tt15248880","https://www.imdb.com/title/tt15248880/","US","United States","US","US"
"2023","Scavengers Reign","8.6","35823","2023","2023","tvMiniSeries","tt21056886","https://www.imdb.com/title/tt21056886/","US","United States","US","US"
"2023","The Last of Us","8.5","737681","2023","","tvSeries","tt3581920","https://www.imdb.com/title/tt3581920/","CA;US","Canada;United States","CA","CA;US"
"2023","The Amazing Digital Circus","8.3","13963","2023","2026","tvSeries","tt27610198","https://www.imdb.com/title/tt27610198/","GB;AU;US","United Kingdom;Australia;United States","GB","AU;GB;US"
"2023","Silo","8.1","213995","2023","","tvSeries","tt14688458","https://www.imdb.com/title/tt14688458/","US","United States","US","US"
"2023","Extraordinary","7.7","20674","2023","2024","tvSeries","tt14531842","https://www.imdb.com/title/tt14531842/","GB","United Kingdom","GB","GB"
"2023","Gen V","7.6","151503","2023","2025","tvSeries","tt13159924","https://www.imdb.com/title/tt13159924/","US;GB;CA","United States;United Kingdom;Canada","US","CA;GB;US"
"2023","My Adventures with Superman","7.6","9226","2023","","tvSeries","tt14681924","https://www.imdb.com/title/tt14681924/","US","United States","US","US"
"2023","Ahsoka","7.4","141626","2023","","tvSeries","tt13622776","https://www.imdb.com/title/tt13622776/","US","United States","US","US"
"2023","Bodies","7.3","68319","2023","2023","tvMiniSeries","tt18347622","https://www.imdb.com/title/tt18347622/","GB","United Kingdom","GB","GB"
"2023","Twisted Metal","7.3","40083","2023","","tvSeries","tt14261112","https://www.imdb.com/title/tt14261112/","US;CA","United States;Canada","US","CA;US"
"2023","Mrs. Davis","7.3","15091","2023","2023","tvMiniSeries","tt14759574","https://www.imdb.com/title/tt14759574/","US","United States","US","US"
"2023","Carol & the End of the World","7.2","7333","2023","2023","tvMiniSeries","tt29629770","https://www.imdb.com/title/tt29629770/","CA;US","Canada;United States","CA","CA;US"
"2023","Monarch: Legacy of Monsters","7","61116","2023","","tvSeries","tt17220216","https://www.imdb.com/title/tt17220216/","US;JP","United States;Japan","US","US"
"2023","Goosebumps","6.7","16328","2023","2025","tvSeries","tt17720272","https://www.imdb.com/title/tt17720272/","US;CA;FR","United States;Canada;France","US","CA;FR;US"
"2023","The Power","6.7","10781","2023","2023","tvSeries","tt10369484","https://www.imdb.com/title/tt10369484/","US","United States","US","US"
"2023","Class of '09","6.6","7685","2023","2023","tvMiniSeries","tt14903834","https://www.imdb.com/title/tt14903834/","US","United States","US","US"
"2023","The Big Door Prize","6.5","9465","2023","2024","tvSeries","tt14761860","https://www.imdb.com/title/tt14761860/","US;KR","United States;Republic of Korea","US","US"
"2023","Hello Tomorrow!","6.3","7298","2023","2023","tvSeries","tt14596212","https://www.imdb.com/title/tt14596212/","US","United States","US","US"
"2023","Extrapolations","6.2","8700","2023","2023","tvMiniSeries","tt13821126","https://www.imdb.com/title/tt13821126/","US","United States","US","US"
"2023","Doctor Who","6.1","26176","2023","","tvSeries","tt31433814","https://www.imdb.com/title/tt31433814/","GB","United Kingdom","GB","GB"
"2023","Echo","5.9","49261","2023","2024","tvMiniSeries","tt13966962","https://www.imdb.com/title/tt13966962/","US","United States","US","US"
"2023","The Rig","5.9","17939","2023","","tvSeries","tt14273790","https://www.imdb.com/title/tt14273790/","GB","United Kingdom","GB","GB"
"2023","The Swarm","5.9","7869","2023","2023","tvSeries","tt0808491","https://www.imdb.com/title/tt0808491/","DE;AT;BE;IT;CH;FR;JP","Germany;Austria;Belgium;Italy;Switzerland;France;Japan","DE","AT;BE;CH;DE;FR;IT"
"2023","Secret Invasion","5.8","90469","2023","2023","tvMiniSeries","tt13157618","https://www.imdb.com/title/tt13157618/","US","United States","US","US"
"2023","The Ark","5.8","9076","2023","","tvSeries","tt17371078","https://www.imdb.com/title/tt17371078/","US","United States","US","US"
"2023","Beacon 23","5.6","5625","2023","2024","tvSeries","tt9174724","https://www.imdb.com/title/tt9174724/","US","United States","US","US"
"2023","Gotham Knights","5.3","8412","2023","2023","tvSeries","tt16418896","https://www.imdb.com/title/tt16418896/","US","United States","US","US"
"2023","Robyn Hood","1","6671","2023","2023","tvSeries","tt20918756","https://www.imdb.com/title/tt20918756/","CA","Canada","CA","CA"
