"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1986","The Real Ghostbusters","7.6","12055","1986","1991","tvSeries","tt0090506","https://www.imdb.com/title/tt0090506/","US;CA;JP;FR","United States;Canada;Japan;France","US","CA;FR;US"
"1986","ALF","7.4","42590","1986","1990","tvSeries","tt0090390","https://www.imdb.com/title/tt0090390/","US","United States","US","US"
