"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2018","Vader: A Star Wars Theory Fan Series","8.6","5166","2018","","tvMiniSeries","tt9475088","https://www.imdb.com/title/tt9475088/","US","United States","US","US"
"2018","Final Space","8.2","51268","2018","2021","tvSeries","tt6317068","https://www.imdb.com/title/tt6317068/","US;CA","United States;Canada","US","CA;US"
"2018","She-Ra and the Princesses of Power","8.1","22271","2018","2020","tvSeries","tt7745956","https://www.imdb.com/title/tt7745956/","US;KR","United States;Republic of Korea","US","US"
"2018","Altered Carbon","7.9","202470","2018","2020","tvSeries","tt2261227","https://www.imdb.com/title/tt2261227/","US","United States","US","US"
"2018","Maniac","7.6","93189","2018","2018","tvMiniSeries","tt5580146","https://www.imdb.com/title/tt5580146/","US","United States","US","US"
"2018","3Below: Tales of Arcadia","7.6","8412","2018","2019","tvSeries","tt7736544","https://www.imdb.com/title/tt7736544/","US;MX;CA","United States;Mexico;Canada","US","CA;US"
"2018","Castle Rock","7.5","57779","2018","2019","tvSeries","tt6548228","https://www.imdb.com/title/tt6548228/","US","United States","US","US"
"2018","Titans","7.4","119676","2018","2023","tvSeries","tt1043813","https://www.imdb.com/title/tt1043813/","US","United States","US","US"
"2018","Impulse","7.4","11131","2018","2019","tvSeries","tt6160506","https://www.imdb.com/title/tt6160506/","US","United States","US","US"
"2018","Lost in Space","7.3","113400","2018","2021","tvSeries","tt5232792","https://www.imdb.com/title/tt5232792/","US","United States","US","US"
"2018","Better Than Us","7.3","12509","2018","2019","tvSeries","tt8285216","https://www.imdb.com/title/tt8285216/","RU","Russian Federation","RU","RU"
"2018","Disenchantment","7.2","80218","2018","2023","tvSeries","tt5363918","https://www.imdb.com/title/tt5363918/","US","United States","US","US"
"2018","The Hollow","7.2","5824","2018","2020","tvSeries","tt6193336","https://www.imdb.com/title/tt6193336/","CA","Canada","CA","CA"
"2018","The Crossing","7.1","10769","2018","2018","tvSeries","tt6461824","https://www.imdb.com/title/tt6461824/","US","United States","US","US"
"2018","Manifest","7","104831","2018","2023","tvSeries","tt8421350","https://www.imdb.com/title/tt8421350/","US","United States","US","US"
"2018","Origin","7","8228","2018","2018","tvSeries","tt7801780","https://www.imdb.com/title/tt7801780/","GB","United Kingdom","GB","GB"
"2018","Krypton","6.8","18596","2018","2019","tvSeries","tt4276624","https://www.imdb.com/title/tt4276624/","US","United States","US","US"
"2018","Cloak & Dagger","6.6","24461","2018","2019","tvSeries","tt5614844","https://www.imdb.com/title/tt5614844/","US","United States","US","US"
"2018","The Purge","6.6","21708","2018","2019","tvSeries","tt6110648","https://www.imdb.com/title/tt6110648/","US","United States","US","US"
"2018","The First","6.6","8529","2018","2018","tvSeries","tt7412482","https://www.imdb.com/title/tt7412482/","US","United States","US","US"
"2018","Hard Sun","6.6","5615","2018","2018","tvMiniSeries","tt6402362","https://www.imdb.com/title/tt6402362/","GB","United Kingdom","GB","GB"
"2018","Into the Dark","6.4","5985","2018","2021","tvSeries","tt8427140","https://www.imdb.com/title/tt8427140/","US","United States","US","US"
"2018","The Rain","6.3","46181","2018","2020","tvSeries","tt6656238","https://www.imdb.com/title/tt6656238/","DK;US","Denmark;United States","DK","DK;US"
"2018","The Innocents","6.3","6589","2018","2018","tvSeries","tt8021824","https://www.imdb.com/title/tt8021824/","GB","United Kingdom","GB","GB"
"2018","Black Lightning","6.1","29082","2018","2021","tvSeries","tt6045840","https://www.imdb.com/title/tt6045840/","US","United States","US","US"
"2018","Rise of the Teenage Mutant Ninja Turtles","6","6960","2018","2020","tvSeries","tt6601082","https://www.imdb.com/title/tt6601082/","US;AU;IN","United States;Australia;India","US","AU;US"
"2018","Nightflyers","5.9","14756","2018","2018","tvSeries","tt6903284","https://www.imdb.com/title/tt6903284/","US","United States","US","US"
"2018","Star Wars: Resistance","5.3","9208","2018","2020","tvSeries","tt8336340","https://www.imdb.com/title/tt8336340/","US","United States","US","US"
"2018","Stargate Origins","4","7996","2018","2021","tvSeries","tt7161862","https://www.imdb.com/title/tt7161862/","US","United States","US","US"
