"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1993","The X-Files","8.6","273274","1993","2018","tvSeries","tt0106179","https://www.imdb.com/title/tt0106179/","US","United States","US","US"
"1993","Babylon 5","8.4","37209","1993","1998","tvSeries","tt0105946","https://www.imdb.com/title/tt0105946/","US","United States","US","US"
"1993","Swat Kats: The Radical Squadron","8.4","5178","1993","1995","tvSeries","tt0126173","https://www.imdb.com/title/tt0126173/","US;KR;JP","United States;Republic of Korea;Japan","US","US"
"1993","The Adventures of Brisco County, Jr.","8.3","9804","1993","1994","tvSeries","tt0105932","https://www.imdb.com/title/tt0105932/","US","United States","US","US"
"1993","Star Trek: Deep Space Nine","8.1","77499","1993","1999","tvSeries","tt0106145","https://www.imdb.com/title/tt0106145/","US","United States","US","US"
"1993","Space Ghost Coast to Coast","7.9","8343","1993","2012","tvSeries","tt0108937","https://www.imdb.com/title/tt0108937/","US","United States","US","US"
"1993","Biker Mice from Mars","7","5358","1993","1996","tvSeries","tt0147752","https://www.imdb.com/title/tt0147752/","US;JP;PH","United States;Japan;Philippines","US","US"
"1993","Sonic the Hedgehog","6.8","5896","1993","1994","tvSeries","tt0106140","https://www.imdb.com/title/tt0106140/","US;IT;TW;KR;ES","United States;Italy;Taiwan (Province of China);Republic of Korea;Spain","US","ES;IT;US"
"1993","Lois & Clark: The New Adventures of Superman","6.7","28909","1993","1997","tvSeries","tt0106057","https://www.imdb.com/title/tt0106057/","US","United States","US","US"
"1993","SeaQuest 2032","6.7","8756","1993","1996","tvSeries","tt0106126","https://www.imdb.com/title/tt0106126/","US","United States","US","US"
"1993","Mighty Morphin Power Rangers","6.6","26439","1993","1996","tvSeries","tt0106064","https://www.imdb.com/title/tt0106064/","US;JP;ID;MX;CL;NZ;MY","United States;Japan;Indonesia;Mexico;Chile;New Zealand;Malaysia","US","NZ;US"
"1993","The Tommyknockers","5.4","13100","1993","1993","tvMiniSeries","tt0106156","https://www.imdb.com/title/tt0106156/","US;NZ","United States;New Zealand","US","NZ;US"
