"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1999","Futurama","8.5","278861","1999","","tvSeries","tt0149460","https://www.imdb.com/title/tt0149460/","US","United States","US","US"
"2001","Invader ZIM","8.4","23935","2001","2006","tvSeries","tt0235923","https://www.imdb.com/title/tt0235923/","US","United States","US","US"
"1999","Farscape","8.3","42994","1999","2003","tvSeries","tt0187636","https://www.imdb.com/title/tt0187636/","AU;US","Australia;United States","AU","AU;US"
"1999","Batman Beyond","8.1","33375","1999","2001","tvSeries","tt0147746","https://www.imdb.com/title/tt0147746/","US","United States","US","US"
"1999","Roswell","7.5","32171","1999","2002","tvSeries","tt0201391","https://www.imdb.com/title/tt0201391/","US","United States","US","US"
"1999","Crusade","6.7","5721","1999","1999","tvSeries","tt0149437","https://www.imdb.com/title/tt0149437/","US","United States","US","US"
"1999","Relic Hunter","6.5","8607","1999","2002","tvSeries","tt0207919","https://www.imdb.com/title/tt0207919/","FR;DE;CA;US;GB","France;Germany;Canada;United States;United Kingdom","FR","CA;DE;FR;GB;US"
