"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1973","Star Trek: The Animated Series","7.2","9310","1973","1975","tvSeries","tt0069637","https://www.imdb.com/title/tt0069637/","US","United States","US","US"
"1973","Super Friends","7.2","5130","1973","1985","tvSeries","tt0069641","https://www.imdb.com/title/tt0069641/","US","United States","US","US"
