"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1981","The Hitch Hiker's Guide to the Galaxy","8","12421","1981","1981","tvSeries","tt0081874","https://www.imdb.com/title/tt0081874/","GB","United Kingdom","GB","GB"
"1981","The Greatest American Hero","7.3","7448","1981","1983","tvSeries","tt0081871","https://www.imdb.com/title/tt0081871/","US","United States","US","US"
