"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1991","Eerie, Indiana","8.1","7061","1991","1992","tvSeries","tt0101088","https://www.imdb.com/title/tt0101088/","US","United States","US","US"
"1991","Ãon Flux","7.8","7963","1991","1995","tvSeries","tt0111873","https://www.imdb.com/title/tt0111873/","US","United States","US","US"
"1991","Darkwing Duck","7.6","19133","1991","1992","tvSeries","tt0101076","https://www.imdb.com/title/tt0101076/","US;KR;AU;FR;JP;TW","United States;Republic of Korea;Australia;France;Japan;Taiwan (Province of China)","US","AU;FR;US"
"1991","Dinosaurs","7.5","23970","1991","1994","tvSeries","tt0101081","https://www.imdb.com/title/tt0101081/","US","United States","US","US"
