"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2016","Stranger Things","8.6","1702171","2016","2025","tvSeries","tt4574334","https://www.imdb.com/title/tt4574334/","US","United States","US","US"
"2016","Westworld","8.4","558044","2016","2022","tvSeries","tt0475784","https://www.imdb.com/title/tt0475784/","US","United States","US","US"
"2016","Trollhunters: Tales of Arcadia","8.4","22089","2016","2018","tvSeries","tt1734135","https://www.imdb.com/title/tt1734135/","US;MX;CA;CN;ES;TW","United States;Mexico;Canada;China;Spain;Taiwan (Province of China)","US","CA;ES;US"
"2016","Dirk Gently's Holistic Detective Agency","8.1","62692","2016","2017","tvSeries","tt4047038","https://www.imdb.com/title/tt4047038/","US","United States","US","US"
"2016","11.22.63","8","123364","2016","2016","tvMiniSeries","tt2879552","https://www.imdb.com/title/tt2879552/","US","United States","US","US"
"2016","Travelers","8","72270","2016","2018","tvSeries","tt5651844","https://www.imdb.com/title/tt5651844/","CA;US","Canada;United States","CA","CA;US"
"2016","BrainDead","8","12833","2016","2016","tvSeries","tt4877736","https://www.imdb.com/title/tt4877736/","US","United States","US","US"
"2016","Voltron: Legendary Defender","8","10863","2016","2018","tvSeries","tt5580664","https://www.imdb.com/title/tt5580664/","US","United States","US","US"
"2016","The OA","7.8","127267","2016","2019","tvSeries","tt4635282","https://www.imdb.com/title/tt4635282/","US","United States","US","US"
"2016","People of Earth","7.7","8591","2016","2017","tvSeries","tt4695530","https://www.imdb.com/title/tt4695530/","US","United States","US","US"
"2016","Timeless","7.6","51136","2016","2018","tvSeries","tt5511582","https://www.imdb.com/title/tt5511582/","US","United States","US","US"
"2016","The Tick","7.4","21096","2016","2019","tvSeries","tt5540054","https://www.imdb.com/title/tt5540054/","US","United States","US","US"
"2016","Mars","7.4","15588","2016","2018","tvSeries","tt4939064","https://www.imdb.com/title/tt4939064/","US","United States","US","US"
"2016","Frequency","7.4","14976","2016","2017","tvSeries","tt5531470","https://www.imdb.com/title/tt5531470/","US","United States","US","US"
"2016","Second Chance","7.4","13084","2016","2016","tvSeries","tt4378456","https://www.imdb.com/title/tt4378456/","US","United States","US","US"
"2016","Colony","7.3","41678","2016","2018","tvSeries","tt4209256","https://www.imdb.com/title/tt4209256/","US","United States","US","US"
"2016","Luke Cage","7.2","148522","2016","2018","tvSeries","tt3322314","https://www.imdb.com/title/tt3322314/","US","United States","US","US"
"2016","Incorporated","7.2","5921","2016","2017","tvSeries","tt4118466","https://www.imdb.com/title/tt4118466/","US","United States","US","US"
"2016","Crazyhead","7.2","5740","2016","2016","tvMiniSeries","tt6038584","https://www.imdb.com/title/tt6038584/","GB","United Kingdom","GB","GB"
"2016","Lucky Man","7.1","6679","2016","2018","tvSeries","tt4800878","https://www.imdb.com/title/tt4800878/","GB","United Kingdom","GB","GB"
"2016","Legends of Tomorrow","6.7","114639","2016","2022","tvSeries","tt4532368","https://www.imdb.com/title/tt4532368/","US","United States","US","US"
"2016","Powerless","6.4","7873","2016","2017","tvSeries","tt5083928","https://www.imdb.com/title/tt5083928/","US","United States","US","US"
"2016","Ben 10","2.8","7700","2016","2021","tvSeries","tt6148376","https://www.imdb.com/title/tt6148376/","US;KR;AU","United States;Republic of Korea;Australia","US","AU;US"
