"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2013","Rick and Morty","9","695311","2013","","tvSeries","tt2861424","https://www.imdb.com/title/tt2861424/","US","United States","US","US"
"2013","Utopia","8.4","55858","2013","2014","tvSeries","tt2384811","https://www.imdb.com/title/tt2384811/","GB","United Kingdom","GB","GB"
"2013","Orphan Black","8.3","124892","2013","2017","tvSeries","tt2234222","https://www.imdb.com/title/tt2234222/","CA","Canada","CA","CA"
"2013","Steven Universe","8.1","45714","2013","2019","tvSeries","tt3061046","https://www.imdb.com/title/tt3061046/","US;KR","United States;Republic of Korea","US","US"
"2013","Almost Human","7.9","53729","2013","2014","tvSeries","tt2654580","https://www.imdb.com/title/tt2654580/","US","United States","US","US"
"2013","Agents of S.H.I.E.L.D.","7.5","235388","2013","2020","tvSeries","tt2364582","https://www.imdb.com/title/tt2364582/","US","United States","US","US"
"2013","Wander Over Yonder","7.4","5446","2013","2016","tvSeries","tt2252938","https://www.imdb.com/title/tt2252938/","IE;CA;US","Ireland;Canada;United States","IE","CA;IE;US"
"2013","Beware the Batman","7.3","5064","2013","2014","tvSeries","tt2329077","https://www.imdb.com/title/tt2329077/","US","United States","US","US"
"2013","The Tomorrow People","7.1","38114","2013","2014","tvSeries","tt2660734","https://www.imdb.com/title/tt2660734/","US","United States","US","US"
"2013","Defiance","7","46783","2013","2015","tvSeries","tt2189221","https://www.imdb.com/title/tt2189221/","US","United States","US","US"
"2013","Hemlock Grove","7","44707","2013","2015","tvSeries","tt2309295","https://www.imdb.com/title/tt2309295/","US","United States","US","US"
"2013","Under the Dome","6.5","118784","2013","2015","tvSeries","tt1553656","https://www.imdb.com/title/tt1553656/","US","United States","US","US"
"2013","The Thundermans","6.1","9542","2013","2018","tvSeries","tt2712516","https://www.imdb.com/title/tt2712516/","US","United States","US","US"
"2013","Teen Titans Go!","5.8","29607","2013","2025","tvSeries","tt2771780","https://www.imdb.com/title/tt2771780/","US","United States","US","US"
