"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1979","Buck Rogers in the 25th Century","6.9","11499","1979","1981","tvSeries","tt0078579","https://www.imdb.com/title/tt0078579/","US","United States","US","US"
