"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2011","Black Mirror","8.7","738263","2011","","tvSeries","tt2085059","https://www.imdb.com/title/tt2085059/","GB","United Kingdom","GB","GB"
"2011","Person of Interest","8.5","208705","2011","2016","tvSeries","tt1839578","https://www.imdb.com/title/tt1839578/","US","United States","US","US"
"2011","The Amazing World of Gumball","8.4","54281","2011","2019","tvSeries","tt1942683","https://www.imdb.com/title/tt1942683/","GB;IE;US;DE","United Kingdom;Ireland;United States;Germany","GB","DE;GB;IE;US"
"2011","Danger 5","8.3","5382","2011","2015","tvSeries","tt1807165","https://www.imdb.com/title/tt1807165/","AU","Australia","AU","AU"
"2011","Green Lantern: The Animated Series","8","8281","2011","2013","tvSeries","tt1724587","https://www.imdb.com/title/tt1724587/","US","United States","US","US"
"2011","American Horror Story","7.9","362242","2011","","tvSeries","tt1844624","https://www.imdb.com/title/tt1844624/","US","United States","US","US"
"2011","Ninjago","7.9","13299","2011","2022","tvSeries","tt1871731","https://www.imdb.com/title/tt1871731/","DK;CA;PT;US","Denmark;Canada;Portugal;United States","DK","CA;DK;PT;US"
"2011","ThunderCats","7.8","8118","2011","2012","tvSeries","tt1666278","https://www.imdb.com/title/tt1666278/","US;JP","United States;Japan","US","US"
"2011","The Walking Dead: Webisodes","7.6","5732","2011","2018","tvSeries","tt2022190","https://www.imdb.com/title/tt2022190/","US","United States","US","US"
"2011","Mortal Kombat: Legacy","7.3","10884","2011","2013","tvSeries","tt1842127","https://www.imdb.com/title/tt1842127/","CA","Canada","CA","CA"
"2011","Alphas","7.2","30358","2011","2012","tvSeries","tt1183865","https://www.imdb.com/title/tt1183865/","US","United States","US","US"
"2011","The Boat","7.2","5847","2011","2013","tvSeries","tt1788634","https://www.imdb.com/title/tt1788634/","ES","Spain","ES","ES"
"2011","Falling Skies","7.1","98297","2011","2015","tvSeries","tt1462059","https://www.imdb.com/title/tt1462059/","US;CA","United States;Canada","US","CA;US"
"2011","The Nine Lives of Chloe King","7","10814","2011","2011","tvSeries","tt0499400","https://www.imdb.com/title/tt0499400/","US","United States","US","US"
"2011","Terra Nova","6.7","88794","2011","2011","tvSeries","tt1641349","https://www.imdb.com/title/tt1641349/","AU;US","Australia;United States","AU","AU;US"
