"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2025","Daredevil: Born Again","8.1","106136","2025","","tvSeries","tt18923754","https://www.imdb.com/title/tt18923754/","US","United States","US","US"
"2025","Outlander: Blood of My Blood","8.1","6494","2025","","tvSeries","tt18332852","https://www.imdb.com/title/tt18332852/","US","United States","US","US"
"2025","Pluribus","8","153952","2025","","tvSeries","tt22202452","https://www.imdb.com/title/tt22202452/","US","United States","US","US"
"2025","Paradise","7.9","80666","2025","","tvSeries","tt27444205","https://www.imdb.com/title/tt27444205/","US","United States","US","US"
"2025","Your Friendly Neighborhood Spider-Man","7.5","18661","2025","","tvSeries","tt16027074","https://www.imdb.com/title/tt16027074/","US;JP","United States;Japan","US","US"
"2025","Murderbot","7.4","40321","2025","","tvSeries","tt30444310","https://www.imdb.com/title/tt30444310/","US","United States","US","US"
"2025","Alien: Earth","7.1","104718","2025","","tvSeries","tt13623632","https://www.imdb.com/title/tt13623632/","US;TH","United States;Thailand","US","US"
"2025","Star Wars: Tales of the Underworld","7.1","9673","2025","2025","tvMiniSeries","tt36414431","https://www.imdb.com/title/tt36414431/","US","United States","US","US"
"2025","The Copenhagen Test","7.1","7732","2025","2025","tvSeries","tt31314791","https://www.imdb.com/title/tt31314791/","US","United States","US","US"
"2025","Marvel Zombies","7","23408","2025","2026","tvMiniSeries","tt16027014","https://www.imdb.com/title/tt16027014/","US","United States","US","US"
"2025","Cassandra","6.7","20620","2025","2025","tvSeries","tt29135600","https://www.imdb.com/title/tt29135600/","DE","Germany","DE","DE"
"2025","The Institute","6.7","10744","2025","","tvSeries","tt10946316","https://www.imdb.com/title/tt10946316/","US","United States","US","US"
"2025","Revival","6.6","6374","2025","","tvSeries","tt13951052","https://www.imdb.com/title/tt13951052/","US","United States","US","US"
"2025","Talamasca: The Secret Order","6.5","6302","2025","2026","tvSeries","tt32596156","https://www.imdb.com/title/tt32596156/","US","United States","US","US"
"2025","Eyes of Wakanda","6.2","9843","2025","2025","tvMiniSeries","tt13968252","https://www.imdb.com/title/tt13968252/","US","United States","US","US"
"2025","Ironheart","4.5","67096","2025","2025","tvMiniSeries","tt13623126","https://www.imdb.com/title/tt13623126/","US","United States","US","US"
