"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2001","Samurai Jack","8.5","66847","2001","2017","tvSeries","tt0278238","https://www.imdb.com/title/tt0278238/","US","United States","US","US"
"2001","Justice League","8.5","57220","2001","2004","tvSeries","tt0275137","https://www.imdb.com/title/tt0275137/","US;KR","United States;Republic of Korea","US","US"
"2001","The Tick","7.7","6151","2001","2002","tvSeries","tt0242949","https://www.imdb.com/title/tt0242949/","US","United States","US","US"
"2001","Star Trek: Enterprise","7.6","64341","2001","2005","tvSeries","tt0244365","https://www.imdb.com/title/tt0244365/","US","United States","US","US"
"2001","Alias","7.6","57810","2001","2006","tvSeries","tt0285333","https://www.imdb.com/title/tt0285333/","US","United States","US","US"
"2001","Smallville","7.5","153519","2001","2011","tvSeries","tt0279600","https://www.imdb.com/title/tt0279600/","US;CA","United States;Canada","US","CA;US"
"2001","The Lone Gunmen","7.3","6205","2001","2001","tvSeries","tt0243069","https://www.imdb.com/title/tt0243069/","CA;US","Canada;United States","CA","CA;US"
"2001","Totally Spies!","7.1","14857","2001","2025","tvSeries","tt0283226","https://www.imdb.com/title/tt0283226/","FR;KR;US;CA;GB;KP;CN","France;Republic of Korea;United States;Canada;United Kingdom;Democratic People's Republic of Korea;China","FR","CA;FR;GB;US"
"2001","The Oblongs","7.1","10225","2001","2002","tvSeries","tt0219446","https://www.imdb.com/title/tt0219446/","US","United States","US","US"
"2001","Beyblade","6.9","7985","2001","2005","tvSeries","tt0328733","https://www.imdb.com/title/tt0328733/","CA;JP","Canada;Japan","CA","CA"
"2001","Mutant X","5.8","5549","2001","2004","tvSeries","tt0283203","https://www.imdb.com/title/tt0283203/","CA;US","Canada;United States","CA","CA;US"
