"Year","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1978","Blake's 7","8.1","5009","1978","1981","tvSeries","tt0076987","https://www.imdb.com/title/tt0076987/","GB","United Kingdom","GB","GB"
"1978","Battlestar Galactica","7.2","19195","1978","1979","tvSeries","tt0076984","https://www.imdb.com/title/tt0076984/","US","United States","US","US"
"1978","Mork & Mindy","7.2","14114","1978","1982","tvSeries","tt0077053","https://www.imdb.com/title/tt0077053/","US","United States","US","US"
