"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1990","1","Mr. Bean","8.6","151749","1990","1995","tvSeries","tt0096657","https://www.imdb.com/title/tt0096657/","Comedy","GB","United Kingdom","GB","GB"
"1990","2","Northern Exposure","8.4","24790","1990","1995","tvSeries","tt0098878","https://www.imdb.com/title/tt0098878/","Comedy","US","United States","US","US"
"1990","3","Jeeves and Wooster","8.4","13865","1990","1993","tvSeries","tt0098833","https://www.imdb.com/title/tt0098833/","Comedy","GB","United Kingdom","GB","GB"
"1990","4","In Living Color","8.2","14287","1990","1994","tvSeries","tt0098830","https://www.imdb.com/title/tt0098830/","Comedy","US","United States","US","US"
"1990","5","The Fresh Prince of Bel-Air","7.9","153115","1990","1996","tvSeries","tt0098800","https://www.imdb.com/title/tt0098800/","Comedy","US","United States","US","US"
"1990","6","Keeping Up Appearances","7.9","20003","1990","1995","tvSeries","tt0098837","https://www.imdb.com/title/tt0098837/","Comedy","GB","United Kingdom","GB","GB"
"1990","7","One Foot in the Grave","7.9","8012","1990","2001","tvSeries","tt0098882","https://www.imdb.com/title/tt0098882/","Comedy","GB","United Kingdom","GB","GB"
"1990","8","Have I Got News for You","7.9","5967","1990",,"tvSeries","tt0098820","https://www.imdb.com/title/tt0098820/","Comedy","GB;US","United Kingdom;United States","GB","GB;US"
"1990","9","Parker Lewis Can't Lose","7.8","6847","1990","1993","tvSeries","tt0098888","https://www.imdb.com/title/tt0098888/","Comedy","US","United States","US","US"
"1990","10","TaleSpin","7.5","17142","1990","1991","tvSeries","tt0098924","https://www.imdb.com/title/tt0098924/","Comedy","US;KR;FR;JP;TW;HK","United States;Republic of Korea;France;Japan;Taiwan (Province of China);Hong Kong (Special Administrative Region of China)","US","FR;US"
"1990","11","Wings","7.3","16088","1990","1997","tvSeries","tt0098948","https://www.imdb.com/title/tt0098948/","Comedy","US","United States","US","US"
"1990","12","Bobby's World","7.2","5449","1990","1998","tvSeries","tt0103373","https://www.imdb.com/title/tt0103373/","Comedy","US;FR;TW","United States;France;Taiwan (Province of China)","US","FR;US"
"1990","13","Captain Planet and the Planeteers","6.7","13551","1990","1996","tvSeries","tt0098763","https://www.imdb.com/title/tt0098763/","Comedy","US;JP;KR;FR","United States;Japan;Republic of Korea;France","US","FR;US"
"1990","14","Blossom","6.1","10183","1990","1995","tvSeries","tt0101050","https://www.imdb.com/title/tt0101050/","Comedy","US","United States","US","US"
