"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2022","1","Shoresy","8.6","13146","2022",,"tvSeries","tt18249282","https://www.imdb.com/title/tt18249282/","Action","CA","Canada","CA","CA"
"2022","2","Pantheon","8.5","22331","2022","2023","tvSeries","tt11680642","https://www.imdb.com/title/tt11680642/","Action","US","United States","US","US"
"2022","3","The Legend of Vox Machina","8.4","54017","2022",,"tvSeries","tt11247158","https://www.imdb.com/title/tt11247158/","Action","US","United States","US","US"
"2022","4","House of the Dragon","8.3","528170","2022","2018","tvSeries","tt11198330","https://www.imdb.com/title/tt11198330/","Action","US","United States","US","US"
"2022","5","Peacemaker","8.2","194047","2022","2025","tvSeries","tt13146488","https://www.imdb.com/title/tt13146488/","Action","US","United States","US","US"
"2022","6","Star Trek: Strange New Worlds","8.2","75405","2022","2027","tvSeries","tt12327578","https://www.imdb.com/title/tt12327578/","Action","CA;US","Canada;United States","CA","CA;US"
"2022","7","Rogue Heroes","8.2","37324","2022","2025","tvSeries","tt10405370","https://www.imdb.com/title/tt10405370/","Action","GB","United Kingdom","GB","GB"
"2022","8","Star Wars: Tales of the Jedi","8.1","45197","2022","2022","tvMiniSeries","tt20723374","https://www.imdb.com/title/tt20723374/","Action","US","United States","US","US"
"2022","9","Khakee: The Bihar Chapter","8.1","14485","2022","2022","tvSeries","tt23037654","https://www.imdb.com/title/tt23037654/","Action","US;IN","United States;India","US","US"
"2022","10","Reacher","8","294553","2022",,"tvSeries","tt9288030","https://www.imdb.com/title/tt9288030/","Action","US","United States","US","US"
"2022","11","The Terminal List","7.9","127827","2022",,"tvSeries","tt11743610","https://www.imdb.com/title/tt11743610/","Action","US","United States","US","US"
"2022","12","Tulsa King","7.9","117931","2022",,"tvSeries","tt16358384","https://www.imdb.com/title/tt16358384/","Action","US","United States","US","US"
"2022","13","Our Flag Means Death","7.7","47620","2022","2023","tvSeries","tt11000902","https://www.imdb.com/title/tt11000902/","Action","US","United States","US","US"
"2022","14","The Old Man","7.5","63015","2022","2024","tvSeries","tt5645432","https://www.imdb.com/title/tt5645432/","Action","US","United States","US","US"
"2022","15","Kleo","7.5","18057","2022",,"tvSeries","tt15135104","https://www.imdb.com/title/tt15135104/","Action","DE","Germany","DE","DE"
"2022","16","The Bastard Son & The Devil Himself","7.5","16567","2022","2022","tvSeries","tt13649396","https://www.imdb.com/title/tt13649396/","Action","GB","United Kingdom","GB","GB"
"2022","17","Vikings: Valhalla","7.4","71313","2022","2024","tvSeries","tt11311302","https://www.imdb.com/title/tt11311302/","Action","US","United States","US","US"
"2022","18","The Recruit","7.4","64476","2022","2025","tvSeries","tt16030542","https://www.imdb.com/title/tt16030542/","Action","US","United States","US","US"
"2022","19","Shantaram","7.4","17947","2022","2022","tvSeries","tt0429087","https://www.imdb.com/title/tt0429087/","Action","US","United States","US","US"
"2022","20","The Cuphead Show!","7.4","11773","2022","2022","tvSeries","tt10611608","https://www.imdb.com/title/tt10611608/","Action","CA;US","Canada;United States","CA","CA;US"
"2022","21","Moon Knight","7.3","312345","2022","2022","tvMiniSeries","tt10234724","https://www.imdb.com/title/tt10234724/","Action","US","United States","US","US"
"2022","22","Halo","7.3","110343","2022","2024","tvSeries","tt2934286","https://www.imdb.com/title/tt2934286/","Action","US","United States","US","US"
"2022","23","Clark","7.3","16476","2022","2022","tvMiniSeries","tt12304420","https://www.imdb.com/title/tt12304420/","Action","SE","Sweden","SE","SE"
"2022","24","The Lazarus Project","7.3","12884","2022","2023","tvSeries","tt14190592","https://www.imdb.com/title/tt14190592/","Action","GB","United Kingdom","GB","GB"
