"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2017","1","The Punisher","8.4","304986","2017","2019","tvSeries","tt5675620","https://www.imdb.com/title/tt5675620/","Action","US","United States","US","US"
"2017","2","Castlevania","8.3","94915","2017","2021","tvSeries","tt6517102","https://www.imdb.com/title/tt6517102/","Action","US","United States","US","US"
"2017","3","DuckTales","8.3","14212","2017","2021","tvSeries","tt5531466","https://www.imdb.com/title/tt5531466/","Action","US","United States","US","US"
"2017","4","Money Heist","8.2","609004","2017","2021","tvSeries","tt6468322","https://www.imdb.com/title/tt6468322/","Action","ES","Spain","ES","ES"
"2017","5","Godless","8.2","91297","2017","2017","tvMiniSeries","tt5516154","https://www.imdb.com/title/tt5516154/","Action","US","United States","US","US"
"2017","6","Legion","8.1","103758","2017","2019","tvSeries","tt5114356","https://www.imdb.com/title/tt5114356/","Action","US","United States","US","US"
"2017","7","Happy!","8.1","45838","2017","2019","tvSeries","tt2452242","https://www.imdb.com/title/tt2452242/","Action","US","United States","US","US"
"2017","8","SEAL Team","7.9","39639","2017","2024","tvSeries","tt6473344","https://www.imdb.com/title/tt6473344/","Action","US","United States","US","US"
"2017","9","Suburra: Blood on Rome","7.9","18068","2017","2020","tvSeries","tt7197684","https://www.imdb.com/title/tt7197684/","Action","IT","Italy","IT","IT"
"2017","10","Future Man","7.6","33814","2017","2020","tvSeries","tt4975856","https://www.imdb.com/title/tt4975856/","Action","US","United States","US","US"
"2017","11","The Brave","7.5","10042","2017","2018","tvSeries","tt6461736","https://www.imdb.com/title/tt6461736/","Action","US","United States","US","US"
"2017","12","Six","7.3","14902","2017","2018","tvSeries","tt5541338","https://www.imdb.com/title/tt5541338/","Action","US","United States","US","US"
"2017","13","The Defenders","7.2","127166","2017","2017","tvMiniSeries","tt4230076","https://www.imdb.com/title/tt4230076/","Action","US","United States","US","US"
"2017","14","S.W.A.T.","7.2","41296","2017","2025","tvSeries","tt6111130","https://www.imdb.com/title/tt6111130/","Action","US","United States","US","US"
"2017","15","The Gifted","7.2","40722","2017","2019","tvSeries","tt4396630","https://www.imdb.com/title/tt4396630/","Action","US","United States","US","US"
"2017","16","Blood Drive","7.2","7399","2017","2017","tvSeries","tt4898282","https://www.imdb.com/title/tt4898282/","Action","US","United States","US","US"
"2017","17","The Blacklist: Redemption","7","7549","2017","2017","tvSeries","tt5592230","https://www.imdb.com/title/tt5592230/","Action","US","United States","US","US"
"2017","18","Star Trek: Discovery","6.9","146182","2017","2024","tvSeries","tt5171438","https://www.imdb.com/title/tt5171438/","Action","US","United States","US","US"
"2017","19","Britannia","6.9","19185","2017","2021","tvSeries","tt5932548","https://www.imdb.com/title/tt5932548/","Action","GB;US","United Kingdom;United States","GB","GB;US"
"2017","20","Runaways","6.8","30359","2017","2019","tvSeries","tt1236246","https://www.imdb.com/title/tt1236246/","Action","US","United States","US","US"
"2017","21","Knightfall","6.8","23350","2017","2019","tvSeries","tt4555364","https://www.imdb.com/title/tt4555364/","Action","US","United States","US","US"
"2017","22","APB","6.8","7085","2017","2017","tvSeries","tt5542294","https://www.imdb.com/title/tt5542294/","Action","US","United States","US","US"
"2017","23","Taken","6.6","12459","2017","2018","tvSeries","tt5052460","https://www.imdb.com/title/tt5052460/","Action","FR;US","France;United States","FR","FR;US"
"2017","24","Iron Fist","6.4","149319","2017","2018","tvSeries","tt3322310","https://www.imdb.com/title/tt3322310/","Action","US","United States","US","US"
"2017","25","Inhumans","4.9","31116","2017","2017","tvSeries","tt4154858","https://www.imdb.com/title/tt4154858/","Action","US","United States","US","US"
