"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1994","1","The Kingdom","8.2","21567","1994","2022","tvSeries","tt0108906","https://www.imdb.com/title/tt0108906/","Fantasy","DK;IT;DE;FR;NO;SE;NL","Denmark;Italy;Germany;France;Norway;Sweden;Netherlands","DK","DE;DK;FR;IT;NL;NO;SE"
"1994","2","Gargoyles","8","20288","1994","1997","tvSeries","tt0108783","https://www.imdb.com/title/tt0108783/","Fantasy","US;JP;CA;HK;CN;TW","United States;Japan;Canada;Hong Kong (Special Administrative Region of China);China;Taiwan (Province of China)","US","CA;US"
"1994","3","The Magic School Bus","7.8","12686","1994","1997","tvSeries","tt0108847","https://www.imdb.com/title/tt0108847/","Fantasy","CA;US","Canada;United States","CA","CA;US"
"1994","4","The Tick","7.8","10735","1994","1997","tvSeries","tt0112196","https://www.imdb.com/title/tt0112196/","Fantasy","US;KR","United States;Republic of Korea","US","US"
"1994","5","Duckman: Private Dick/Family Man","7.7","7220","1994","1997","tvSeries","tt0108755","https://www.imdb.com/title/tt0108755/","Fantasy","US","United States","US","US"
"1994","6","The Secret World of Alex Mack","7.5","6040","1994","1998","tvSeries","tt0108921","https://www.imdb.com/title/tt0108921/","Fantasy","US","United States","US","US"
"1994","7","Aladdin","7.3","14302","1994","1995","tvSeries","tt0105935","https://www.imdb.com/title/tt0105935/","Fantasy","US;AU;JP;PH;CA;BR;TW;KR","United States;Australia;Japan;Philippines;Canada;Brazil;Taiwan (Province of China);Republic of Korea","US","AU;CA;US"
"1994","8","Aaahh!!! Real Monsters","7.2","13460","1994","1997","tvSeries","tt0108684","https://www.imdb.com/title/tt0108684/","Fantasy","US;KR","United States;Republic of Korea","US","US"
"1994","9","The Stand","7.1","41226","1994","1994","tvMiniSeries","tt0108941","https://www.imdb.com/title/tt0108941/","Fantasy","US","United States","US","US"
"1994","10","Touched by an Angel","6.1","8942","1994","2003","tvSeries","tt0108968","https://www.imdb.com/title/tt0108968/","Fantasy","US","United States","US","US"
