"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1986","1","The Real Ghostbusters","7.6","12055","1986","1991","tvSeries","tt0090506","https://www.imdb.com/title/tt0090506/","Fantasy","US;CA;JP;FR","United States;Canada;Japan;France","US","CA;FR;US"
