"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"1981","1","The Smurfs","7.2","23550","1981","1989","tvSeries","tt0081933","https://www.imdb.com/title/tt0081933/","Fantasy","US;BE","United States;Belgium","US","BE;US"
