"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2020","1","Cosmos: Possible Worlds","9","8630","2020","2020","tvMiniSeries","tt11170862","https://www.imdb.com/title/tt11170862/","Fantasy","US","United States","US","US"
"2020","2","The Owl House","8.6","25623","2020","2023","tvSeries","tt8050756","https://www.imdb.com/title/tt8050756/","Fantasy","US;CA;KR","United States;Canada;Republic of Korea","US","CA;US"
"2020","3","Adventure Time: Distant Lands","8.6","10357","2020","2021","tvMiniSeries","tt11165358","https://www.imdb.com/title/tt11165358/","Fantasy","US;KR","United States;Republic of Korea","US","US"
"2020","4","Julie and the Phantoms","8.4","14087","2020","2020","tvSeries","tt10183988","https://www.imdb.com/title/tt10183988/","Fantasy","US","United States","US","US"
"2020","5","Kipo and the Age of Wonderbeasts","8.3","8612","2020","2020","tvSeries","tt10482560","https://www.imdb.com/title/tt10482560/","Fantasy","US;KR","United States;Republic of Korea","US","US"
"2020","6","The Midnight Gospel","8.2","29807","2020","2020","tvSeries","tt11639414","https://www.imdb.com/title/tt11639414/","Fantasy","US","United States","US","US"
"2020","7","Wizards","8","5912","2020","2020","tvMiniSeries","tt7736558","https://www.imdb.com/title/tt7736558/","Fantasy","US;MX;IN","United States;Mexico;India","US","US"
"2020","8","Close Enough","7.8","14424","2020","2022","tvSeries","tt6994156","https://www.imdb.com/title/tt6994156/","Fantasy","US","United States","US","US"
"2020","9","I Am Not Okay with This","7.5","83009","2020","2020","tvSeries","tt9446688","https://www.imdb.com/title/tt9446688/","Fantasy","US","United States","US","US"
"2020","10","Blood of Zeus","7.5","28661","2020","2025","tvSeries","tt10009170","https://www.imdb.com/title/tt10009170/","Fantasy","US","United States","US","US"
"2020","11","Raised by Wolves","7.4","92915","2020","2022","tvSeries","tt9170108","https://www.imdb.com/title/tt9170108/","Fantasy","US","United States","US","US"
"2020","12","Locke & Key","7.3","107850","2020","2022","tvSeries","tt3007572","https://www.imdb.com/title/tt3007572/","Fantasy","CA;US","Canada;United States","CA","CA;US"
"2020","13","Ragnarok","7.3","54398","2020","2023","tvSeries","tt9251798","https://www.imdb.com/title/tt9251798/","Fantasy","DK;NO","Denmark;Norway","DK","DK;NO"
"2020","14","Motherland: Fort Salem","7.3","20087","2020","2022","tvSeries","tt9900092","https://www.imdb.com/title/tt9900092/","Fantasy","CA;US","Canada;United States","CA","CA;US"
"2020","15","Lovecraft Country","7.1","50984","2020","2020","tvSeries","tt6905686","https://www.imdb.com/title/tt6905686/","Fantasy","US","United States","US","US"
"2020","16","Stargirl","7.1","22168","2020","2022","tvSeries","tt8722888","https://www.imdb.com/title/tt8722888/","Fantasy","US","United States","US","US"
"2020","17","30 Coins","7.1","12228","2020","2023","tvSeries","tt9764386","https://www.imdb.com/title/tt9764386/","Fantasy","ES","Spain","ES","ES"
"2020","18","Warrior Nun","7","59251","2020","2022","tvSeries","tt9059350","https://www.imdb.com/title/tt9059350/","Fantasy","US","United States","US","US"
"2020","19","Truth Seekers","7","16294","2020","2020","tvSeries","tt7907922","https://www.imdb.com/title/tt7907922/","Fantasy","GB;US","United Kingdom;United States","GB","GB;US"
"2020","20","Dracula","6.8","57817","2020","2020","tvMiniSeries","tt9139220","https://www.imdb.com/title/tt9139220/","Fantasy","GB","United Kingdom","GB","GB"
"2020","21","Helstrom","6.7","11269","2020","2020","tvSeries","tt10266874","https://www.imdb.com/title/tt10266874/","Fantasy","US","United States","US","US"
"2020","22","La R̩volution","6.6","7054","2020","2020","tvSeries","tt13044528","https://www.imdb.com/title/tt13044528/","Fantasy","FR","France","FR","FR"
"2020","23","Amazing Stories","6.4","8108","2020","2020","tvSeries","tt5165368","https://www.imdb.com/title/tt5165368/","Fantasy","US","United States","US","US"
"2020","24","October Faction","6.2","13417","2020","2020","tvSeries","tt8826128","https://www.imdb.com/title/tt8826128/","Fantasy","US","United States","US","US"
"2020","25","Penny Dreadful: City of Angels","6.1","11470","2020","2020","tvMiniSeries","tt10361016","https://www.imdb.com/title/tt10361016/","Fantasy","US","United States","US","US"
"2020","26","Equinox","6.1","8782","2020","2020","tvSeries","tt10973800","https://www.imdb.com/title/tt10973800/","Fantasy","DK","Denmark","DK","DK"
"2020","27","Cursed","6","35391","2020","2020","tvSeries","tt8210856","https://www.imdb.com/title/tt8210856/","Fantasy","US","United States","US","US"
"2020","28","The Letter for the King","6","8986","2020","2020","tvSeries","tt8741648","https://www.imdb.com/title/tt8741648/","Fantasy","GB","United Kingdom","GB","GB"
"2020","29","Curon","5.9","5014","2020","2020","tvSeries","tt10101518","https://www.imdb.com/title/tt10101518/","Fantasy","IT","Italy","IT","IT"
"2020","30","The Stand","5.7","33469","2020","2021","tvMiniSeries","tt1831804","https://www.imdb.com/title/tt1831804/","Fantasy","US;CA","United States;Canada","US","CA;US"
"2020","31","The Watch","5.5","6894","2020","2021","tvSeries","tt8080292","https://www.imdb.com/title/tt8080292/","Fantasy","GB;US","United Kingdom;United States","GB","GB;US"
