"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2016","1","The Grand Tour","8.7","94876","2016","2024","tvSeries","tt5712554","https://www.imdb.com/title/tt5712554/","Adventure","GB;US","United Kingdom;United States","GB","GB;US"
"2016","2","Trollhunters: Tales of Arcadia","8.4","22093","2016","2018","tvSeries","tt1734135","https://www.imdb.com/title/tt1734135/","Adventure","US;MX;CA;CN;ES;TW","United States;Mexico;Canada;China;Spain;Taiwan (Province of China)","US","CA;ES;US"
"2016","3","Dirk Gently's Holistic Detective Agency","8.1","62697","2016","2017","tvSeries","tt4047038","https://www.imdb.com/title/tt4047038/","Adventure","US","United States","US","US"
"2016","4","Voltron: Legendary Defender","8","10864","2016","2018","tvSeries","tt5580664","https://www.imdb.com/title/tt5580664/","Adventure","US","United States","US","US"
"2016","5","Preacher","7.9","86953","2016","2019","tvSeries","tt5016504","https://www.imdb.com/title/tt5016504/","Adventure","US","United States","US","US"
"2016","6","Lethal Weapon","7.8","42794","2016","2019","tvSeries","tt5164196","https://www.imdb.com/title/tt5164196/","Adventure","US","United States","US","US"
"2016","7","Underground","7.8","5865","2016","2017","tvSeries","tt4522400","https://www.imdb.com/title/tt4522400/","Adventure","US","United States","US","US"
"2016","8","The Story of God with Morgan Freeman","7.8","5599","2016","2019","tvSeries","tt5242220","https://www.imdb.com/title/tt5242220/","Adventure","US","United States","US","US"
"2016","9","The Detour","7.7","8115","2016","2019","tvSeries","tt4903242","https://www.imdb.com/title/tt4903242/","Adventure","US","United States","US","US"
"2016","10","Timeless","7.6","51138","2016","2018","tvSeries","tt5511582","https://www.imdb.com/title/tt5511582/","Adventure","US","United States","US","US"
"2016","11","The Tick","7.4","21096","2016","2019","tvSeries","tt5540054","https://www.imdb.com/title/tt5540054/","Adventure","US","United States","US","US"
"2016","12","Mars","7.4","15588","2016","2018","tvSeries","tt4939064","https://www.imdb.com/title/tt4939064/","Adventure","US","United States","US","US"
"2016","13","Colony","7.3","41677","2016","2018","tvSeries","tt4209256","https://www.imdb.com/title/tt4209256/","Adventure","US","United States","US","US"
"2016","14","Wrecked","7.3","8499","2016","2018","tvSeries","tt4168956","https://www.imdb.com/title/tt4168956/","Adventure","US","United States","US","US"
"2016","15","The Shannara Chronicles","7.1","66179","2016","2017","tvSeries","tt1051220","https://www.imdb.com/title/tt1051220/","Adventure","US","United States","US","US"
"2016","16","Frontier","7.1","26533","2016","2018","tvSeries","tt4686698","https://www.imdb.com/title/tt4686698/","Adventure","CA","Canada","CA","CA"
"2016","17","Wolf Creek","7.1","6677","2016","2017","tvSeries","tt4460878","https://www.imdb.com/title/tt4460878/","Adventure","AU","Australia","AU","AU"
"2016","18","Legends of Tomorrow","6.7","114639","2016","2022","tvSeries","tt4532368","https://www.imdb.com/title/tt4532368/","Adventure","US","United States","US","US"
"2016","19","Criminal Minds: Beyond Borders","6.2","6896","2016","2017","tvSeries","tt4364202","https://www.imdb.com/title/tt4364202/","Adventure","US","United States","US","US"
"2016","20","MacGyver","5.5","24728","2016","2021","tvSeries","tt1399045","https://www.imdb.com/title/tt1399045/","Adventure","US","United States","US","US"
"2016","21","Ben 10","2.8","7701","2016","2021","tvSeries","tt6148376","https://www.imdb.com/title/tt6148376/","Adventure","US;KR;AU","United States;Republic of Korea;Australia","US","AU;US"
