"Year","Rank","Title","IMDbScore","Votes","StartYear","EndYear","Type","IMDbId","IMDbUrl","Categories","OriginCountryCodes","OriginCountries","PrimaryOriginCountryCode","MatchedAllowedCountryCodes"
"2014","1","Over the Garden Wall","8.7","89591","2014","2014","tvMiniSeries","tt3718778","https://www.imdb.com/title/tt3718778/","Adventure","US","United States","US","US"
"2014","2","Outlander","8.3","201380","2014","2026","tvSeries","tt3006802","https://www.imdb.com/title/tt3006802/","Adventure","US","United States","US","US"
"2014","3","Mike Tyson Mysteries","8.2","6251","2014","2020","tvSeries","tt3038546","https://www.imdb.com/title/tt3038546/","Adventure","US","United States","US","US"
"2014","4","Star Wars: Rebels","8.1","69564","2014","2018","tvSeries","tt2930604","https://www.imdb.com/title/tt2930604/","Adventure","US","United States","US","US"
"2014","5","Marco Polo","7.9","84202","2014","2016","tvSeries","tt2189461","https://www.imdb.com/title/tt2189461/","Adventure","US","United States","US","US"
"2014","6","Resurrection: Ertugrul","7.9","42494","2014","2019","tvSeries","tt4320258","https://www.imdb.com/title/tt4320258/","Adventure","TR","Turkey","TR","TR"
"2014","7","The Musketeers","7.8","25223","2014","2016","tvSeries","tt2733252","https://www.imdb.com/title/tt2733252/","Adventure","GB","United Kingdom","GB","GB"
"2014","8","We Bare Bears","7.8","22709","2014","2019","tvSeries","tt4839610","https://www.imdb.com/title/tt4839610/","Adventure","US;KR","United States;Republic of Korea","US","US"
"2014","9","The Flash","7.5","385740","2014","2023","tvSeries","tt3107288","https://www.imdb.com/title/tt3107288/","Adventure","US","United States","US","US"
"2014","10","Bandits","7.4","7439","2014","2015","tvSeries","tt4824056","https://www.imdb.com/title/tt4824056/","Adventure","TR","Turkey","TR","TR"
"2014","11","The Librarians","7.3","27625","2014","2018","tvSeries","tt3663490","https://www.imdb.com/title/tt3663490/","Adventure","US","United States","US","US"
"2014","12","Klondike","7.3","6847","2014","2014","tvMiniSeries","tt2761630","https://www.imdb.com/title/tt2761630/","Adventure","CA;US","Canada;United States","CA","CA;US"
"2014","13","Street Fighter: Assassin's Fist","7.1","11086","2014","2014","tvMiniSeries","tt3069212","https://www.imdb.com/title/tt3069212/","Adventure","GB","United Kingdom","GB","GB"
"2014","14","Sonic Boom","6.9","8088","2014","2017","tvSeries","tt3232262","https://www.imdb.com/title/tt3232262/","Adventure","US;FR;ID","United States;France;Indonesia","US","FR;US"
"2014","15","NCIS: New Orleans","6.8","22213","2014","2021","tvSeries","tt3560084","https://www.imdb.com/title/tt3560084/","Adventure","US","United States","US","US"
"2014","16","Crossbones","6.5","7277","2014","2014","tvSeries","tt2400631","https://www.imdb.com/title/tt2400631/","Adventure","US","United States","US","US"
